province,model,bodyType,month,isSpringFestival,sales12MonthAgo,sales11MonthAgo,sales10MonthAgo,sales9MonthAgo,sales8MonthAgo,sales7MonthAgo,sales6MonthAgo,sales5MonthAgo,sales4MonthAgo,sales3MonthAgo,sales2MonthAgo,sales1MonthAgo,averageSales2Month,averageSales3Month,firstOrderTrend1,firstOrderTrend2,secondOrderTrend
13,46,1,1,0,353,154,150,162,149,131,144,91,180,201.0,209.0,827.0,518.0,412.0,618.0,8.0,610.0
14,46,1,1,0,538,139,100,129,104,87,70,63,93,117.0,258.0,924.0,591.0,433.0,666.0,141.0,525.0
15,46,1,1,0,388,129,152,151,108,106,91,89,167,264.0,360.0,1039.0,700.0,554.0,679.0,96.0,583.0
16,46,1,1,0,474,120,139,119,158,186,109,65,89,106.0,178.0,356.0,267.0,213.0,178.0,72.0,106.0
17,46,1,1,0,459,95,148,114,114,115,100,92,163,156.0,282.0,450.0,366.0,296.0,168.0,126.0,42.0
18,46,1,1,0,136,38,44,37,55,51,15,28,29,27.0,50.0,263.0,156.0,113.0,213.0,23.0,190.0
19,46,1,1,0,151,59,93,137,105,53,60,48,51,55.0,71.0,208.0,140.0,111.0,137.0,16.0,121.0
20,46,1,1,0,110,41,27,16,19,16,22,15,14,6.0,10.0,121.0,66.0,46.0,111.0,4.0,107.0
21,46,1,1,0,180,80,67,82,94,70,81,86,60,43.0,74.0,306.0,190.0,141.0,232.0,31.0,201.0
22,46,1,1,0,75,46,57,45,34,22,28,31,17,28.0,51.0,153.0,102.0,77.0,102.0,23.0,79.0
1,47,2,1,0,208,78,136,169,219,267,195,272,379,301.0,407.0,587.0,497.0,432.0,180.0,106.0,74.0
2,47,2,1,0,142,56,68,79,116,111,106,126,142,139.0,120.0,146.0,133.0,135.0,26.0,-19.0,45.0
3,47,2,1,0,74,44,45,52,72,39,48,70,69,60.0,55.0,61.0,58.0,59.0,6.0,-5.0,11.0
4,47,2,1,0,253,139,206,162,160,198,159,181,170,152.0,213.0,226.0,220.0,197.0,13.0,61.0,-48.0
5,47,2,1,0,673,263,243,304,396,459,464,505,768,629.0,730.0,1067.0,898.0,809.0,337.0,101.0,236.0
6,47,2,1,0,964,338,340,389,526,609,640,679,780,759.0,659.0,862.0,760.0,760.0,203.0,-100.0,303.0
7,47,2,1,0,1011,383,430,537,623,546,597,690,912,884.0,749.0,1059.0,904.0,897.0,310.0,-135.0,445.0
8,47,2,1,0,128,67,102,111,136,137,121,130,151,145.0,151.0,211.0,181.0,169.0,60.0,6.0,54.0
9,47,2,1,0,767,278,638,579,734,773,669,732,1150,1234.0,1385.0,1784.0,1584.0,1468.0,399.0,151.0,248.0
10,47,2,1,0,186,86,105,86,125,135,129,121,150,190.0,199.0,271.0,235.0,220.0,72.0,9.0,63.0
11,47,2,1,0,2094,991,984,1074,1356,1448,1465,1619,1956,2009.0,2157.0,2888.0,2522.0,2351.0,731.0,148.0,583.0
12,47,2,1,0,614,157,211,274,326,317,295,445,614,519.0,502.0,634.0,568.0,552.0,132.0,-17.0,149.0
13,47,2,1,0,530,290,330,342,436,385,393,514,507,523.0,510.0,731.0,620.0,588.0,221.0,-13.0,234.0
14,47,2,1,0,1865,640,650,891,1055,1267,1138,1176,1439,1566.0,1428.0,2402.0,1915.0,1799.0,974.0,-138.0,1112.0
15,47,2,1,0,1022,501,663,715,913,1088,1232,1489,1624,1714.0,1730.0,2496.0,2113.0,1980.0,766.0,16.0,750.0
16,47,2,1,0,605,178,211,256,312,333,394,414,526,562.0,510.0,632.0,571.0,568.0,122.0,-52.0,174.0
17,47,2,1,0,488,170,228,287,352,372,388,447,540,497.0,509.0,704.0,606.0,570.0,195.0,12.0,183.0
18,47,2,1,0,361,197,246,246,307,332,263,303,408,504.0,538.0,626.0,582.0,556.0,88.0,34.0,54.0
19,47,2,1,0,161,100,120,120,168,137,149,154,182,162.0,212.0,233.0,222.0,202.0,21.0,50.0,-29.0
20,47,2,1,0,326,140,158,145,189,295,272,251,352,358.0,391.0,406.0,398.0,385.0,15.0,33.0,-18.0
21,47,2,1,0,349,119,145,167,210,170,185,229,259,243.0,242.0,340.0,291.0,275.0,98.0,-1.0,99.0
22,47,2,1,0,69,37,53,48,62,47,72,53,77,99.0,216.0,77.0,146.0,131.0,-139.0,117.0,-256.0
1,48,2,1,0,32,19,54,17,10,12,11,6,11,22.0,53.0,96.0,74.0,57.0,43.0,31.0,12.0
2,48,2,1,0,142,104,91,53,62,66,54,100,120,234.0,204.0,321.0,262.0,253.0,117.0,-30.0,147.0
3,48,2,1,0,278,168,258,163,176,174,153,161,172,446.0,334.0,691.0,512.0,490.0,357.0,-112.0,469.0
4,48,2,1,0,52,38,30,13,7,12,11,3,21,34.0,42.0,57.0,50.0,44.0,15.0,8.0,7.0
5,48,2,1,0,617,336,250,134,145,143,161,174,211,648.0,454.0,1053.0,754.0,718.0,599.0,-194.0,793.0
6,48,2,1,0,278,146,119,59,72,88,63,82,153,349.0,313.0,501.0,407.0,388.0,188.0,-36.0,224.0
7,48,2,1,0,1763,885,746,509,752,650,656,635,554,1575.0,1169.0,3022.0,2096.0,1922.0,1853.0,-406.0,2259.0
8,48,2,1,0,691,295,401,285,317,252,283,337,321,1057.0,768.0,1957.0,1362.0,1261.0,1189.0,-289.0,1478.0
9,48,2,1,0,472,229,471,212,177,139,130,131,160,443.0,430.0,905.0,668.0,593.0,475.0,-13.0,488.0
10,48,2,1,0,251,110,119,55,137,102,134,127,148,260.0,278.0,461.0,370.0,333.0,183.0,18.0,165.0
11,48,2,1,0,370,299,211,106,111,126,119,95,124,351.0,373.0,715.0,544.0,480.0,342.0,22.0,320.0
12,48,2,1,0,224,84,107,42,42,52,41,45,96,201.0,174.0,319.0,246.0,231.0,145.0,-27.0,172.0
13,48,2,1,0,1468,940,941,733,782,635,713,852,807,2258.0,1482.0,4005.0,2744.0,2582.0,2523.0,-776.0,3299.0
14,48,2,1,0,1101,433,362,211,283,281,280,284,399,1114.0,743.0,1909.0,1326.0,1255.0,1166.0,-371.0,1537.0
15,48,2,1,0,327,197,195,168,241,204,240,223,277,513.0,546.0,901.0,724.0,653.0,355.0,33.0,322.0
16,48,2,1,0,211,58,65,32,39,46,41,44,51,166.0,179.0,377.0,278.0,241.0,198.0,13.0,185.0
17,48,2,1,0,230,105,87,42,50,62,55,47,92,309.0,357.0,544.0,450.0,403.0,187.0,48.0,139.0
18,48,2,1,0,204,105,130,66,70,71,48,58,86,260.0,305.0,597.0,451.0,387.0,292.0,45.0,247.0
19,48,2,1,0,375,317,409,425,215,168,173,244,317,715.0,776.0,1725.0,1250.0,1072.0,949.0,61.0,888.0
20,48,2,1,0,116,61,54,25,34,33,27,26,25,81.0,121.0,159.0,140.0,120.0,38.0,40.0,-2.0
21,48,2,1,0,261,108,136,75,123,125,148,123,127,394.0,274.0,815.0,544.0,494.0,541.0,-120.0,661.0
22,48,2,1,0,207,144,192,137,117,137,97,118,219,569.0,647.0,873.0,760.0,696.0,226.0,78.0,148.0
1,49,1,1,0,174,80,151,177,200,272,204,286,381,357.0,433.0,753.0,593.0,514.0,320.0,76.0,244.0
2,49,1,1,0,444,236,185,176,241,235,239,233,242,311.0,298.0,449.0,374.0,353.0,151.0,-13.0,164.0
3,49,1,1,0,221,94,125,138,233,182,202,244,226,285.0,221.0,357.0,289.0,288.0,136.0,-64.0,200.0
4,49,1,1,0,309,174,289,242,251,279,287,271,285,203.0,331.0,547.0,439.0,360.0,216.0,128.0,88.0
5,49,1,1,0,743,339,285,287,359,363,364,444,612,527.0,497.0,1008.0,752.0,677.0,511.0,-30.0,541.0
6,49,1,1,0,855,344,344,422,524,660,677,843,847,868.0,889.0,1522.0,1206.0,1093.0,633.0,21.0,612.0
7,49,1,1,0,687,383,327,543,829,670,841,808,972,862.0,827.0,1459.0,1143.0,1049.0,632.0,-35.0,667.0
8,49,1,1,0,192,100,117,126,207,172,186,212,232,248.0,256.0,389.0,322.0,298.0,133.0,8.0,125.0
9,49,1,1,0,542,186,403,360,460,604,483,479,704,825.0,938.0,1566.0,1252.0,1110.0,628.0,113.0,515.0
10,49,1,1,0,260,96,110,81,120,111,123,118,114,164.0,155.0,290.0,222.0,203.0,135.0,-9.0,144.0
11,49,1,1,0,939,574,593,645,899,941,918,876,1073,1193.0,1192.0,2267.0,1730.0,1551.0,1075.0,-1.0,1076.0
12,49,1,1,0,502,180,199,229,302,289,342,439,577,631.0,653.0,1102.0,878.0,795.0,449.0,22.0,427.0
13,49,1,1,0,708,414,412,600,843,768,843,1013,870,860.0,978.0,1451.0,1214.0,1096.0,473.0,118.0,355.0
14,49,1,1,0,1331,509,557,792,1003,1139,1208,1046,1173,1225.0,1246.0,2375.0,1810.0,1615.0,1129.0,21.0,1108.0
15,49,1,1,0,1119,581,616,676,899,1179,1212,1449,1568,1840.0,1878.0,3318.0,2598.0,2345.0,1440.0,38.0,1402.0
16,49,1,1,0,597,202,210,256,309,467,354,417,541,558.0,609.0,992.0,800.0,720.0,383.0,51.0,332.0
17,49,1,1,0,498,212,209,272,280,287,311,368,495,434.0,537.0,796.0,666.0,589.0,259.0,103.0,156.0
18,49,1,1,0,311,141,184,131,214,223,160,193,287,353.0,357.0,586.0,472.0,432.0,229.0,4.0,225.0
19,49,1,1,0,127,80,97,131,161,165,176,170,202,187.0,199.0,281.0,240.0,222.0,82.0,12.0,70.0
20,49,1,1,0,260,104,78,93,126,161,148,159,170,178.0,257.0,543.0,400.0,326.0,286.0,79.0,207.0
21,49,1,1,0,315,130,154,179,263,204,263,363,295,450.0,379.0,624.0,502.0,484.0,245.0,-71.0,316.0
22,49,1,1,0,80,52,66,71,97,87,91,116,90,100.0,154.0,208.0,181.0,154.0,54.0,54.0,0.0
1,50,4,1,0,369,177,174,163,140,140,130,154,202,176.0,154.0,255.0,204.0,195.0,101.0,-22.0,123.0
2,50,4,1,0,203,134,207,159,159,199,202,227,215,226.0,218.0,272.0,245.0,239.0,54.0,-8.0,62.0
3,50,4,1,0,51,29,42,27,40,31,39,40,40,103.0,45.0,62.0,54.0,70.0,17.0,-58.0,75.0
4,50,4,1,0,93,60,87,42,47,47,40,41,55,59.0,53.0,96.0,74.0,69.0,43.0,-6.0,49.0
5,50,4,1,0,288,239,321,272,333,406,352,417,499,361.0,398.0,476.0,437.0,412.0,78.0,37.0,41.0
6,50,4,1,0,309,266,301,237,309,289,297,345,293,432.0,310.0,418.0,364.0,387.0,108.0,-122.0,230.0
7,50,4,1,0,540,419,572,464,433,395,383,432,535,703.0,469.0,860.0,664.0,677.0,391.0,-234.0,625.0
8,50,4,1,0,88,44,87,60,67,72,87,105,82,107.0,83.0,142.0,112.0,111.0,59.0,-24.0,83.0
9,50,4,1,0,331,231,477,411,394,418,380,461,499,508.0,525.0,719.0,622.0,584.0,194.0,17.0,177.0
10,50,4,1,0,140,92,140,131,131,161,121,124,149,158.0,183.0,224.0,204.0,188.0,41.0,25.0,16.0
11,50,4,1,0,805,710,885,641,740,693,656,701,768,937.0,856.0,1203.0,1030.0,999.0,347.0,-81.0,428.0
12,50,4,1,0,157,97,173,170,210,195,175,219,261,224.0,240.0,330.0,285.0,265.0,90.0,16.0,74.0
13,50,4,1,0,391,375,484,404,455,438,404,455,455,703.0,481.0,909.0,695.0,698.0,428.0,-222.0,650.0
14,50,4,1,0,363,334,528,418,445,554,381,446,510,591.0,459.0,767.0,613.0,606.0,308.0,-132.0,440.0
15,50,4,1,0,341,386,475,363,466,458,443,473,505,595.0,543.0,830.0,686.0,656.0,287.0,-52.0,339.0
16,50,4,1,0,270,123,194,119,150,177,181,200,192,242.0,232.0,342.0,287.0,272.0,110.0,-10.0,120.0
17,50,4,1,0,157,99,182,167,188,184,200,195,251,207.0,207.0,304.0,256.0,239.0,97.0,0.0,97.0
18,50,4,1,0,250,154,266,219,283,228,214,225,227,321.0,273.0,345.0,309.0,313.0,72.0,-48.0,120.0
19,50,4,1,0,45,36,75,66,76,84,71,67,64,113.0,104.0,124.0,114.0,114.0,20.0,-9.0,29.0
20,50,4,1,0,136,124,148,136,160,225,137,123,161,136.0,162.0,203.0,182.0,167.0,41.0,26.0,15.0
21,50,4,1,0,194,145,188,141,176,186,164,204,187,239.0,174.0,255.0,214.0,223.0,81.0,-65.0,146.0
22,50,4,1,0,40,47,82,54,34,48,39,38,37,82.0,78.0,74.0,76.0,78.0,-4.0,-4.0,0.0
1,51,2,1,0,371,131,288,266,225,283,286,352,425,361.0,419.0,656.0,538.0,479.0,237.0,58.0,179.0
2,51,2,1,0,215,134,179,192,167,169,217,170,285,214.0,266.0,282.0,274.0,254.0,16.0,52.0,-36.0
3,51,2,1,0,41,28,59,37,53,61,54,60,50,57.0,51.0,53.0,52.0,54.0,2.0,-6.0,8.0
4,51,2,1,0,131,61,110,108,70,103,89,94,106,75.0,102.0,160.0,131.0,112.0,58.0,27.0,31.0
5,51,2,1,0,550,286,428,433,456,497,476,571,730,570.0,689.0,958.0,824.0,739.0,269.0,119.0,150.0
6,51,2,1,0,508,322,432,425,545,563,499,558,654,651.0,661.0,929.0,795.0,747.0,268.0,10.0,258.0
7,51,2,1,0,410,227,320,381,388,394,345,413,508,427.0,535.0,673.0,604.0,545.0,138.0,108.0,30.0
8,51,2,1,0,74,57,53,62,47,59,62,56,65,82.0,70.0,82.0,76.0,78.0,12.0,-12.0,24.0
9,51,2,1,0,1023,444,1072,1007,969,1190,954,1225,1539,1459.0,1711.0,2187.0,1949.0,1786.0,476.0,252.0,224.0
10,51,2,1,0,208,107,160,131,178,209,223,211,264,238.0,253.0,331.0,292.0,274.0,78.0,15.0,63.0
11,51,2,1,0,1142,747,1023,870,969,1040,1045,1132,1384,1302.0,1350.0,1804.0,1577.0,1485.0,454.0,48.0,406.0
12,51,2,1,0,290,111,237,235,226,237,243,304,361,365.0,384.0,505.0,444.0,418.0,121.0,19.0,102.0
13,51,2,1,0,287,194,265,298,335,339,355,444,469,418.0,474.0,584.0,529.0,492.0,110.0,56.0,54.0
14,51,2,1,0,459,249,457,513,513,571,508,547,706,610.0,638.0,840.0,739.0,696.0,202.0,28.0,174.0
15,51,2,1,0,752,503,780,679,725,759,836,1202,1060,1245.0,1225.0,1568.0,1396.0,1346.0,343.0,-20.0,363.0
16,51,2,1,0,312,158,246,258,251,428,347,390,481,444.0,482.0,614.0,548.0,513.0,132.0,38.0,94.0
17,51,2,1,0,324,139,263,238,293,308,308,344,467,351.0,445.0,571.0,508.0,456.0,126.0,94.0,32.0
18,51,2,1,0,508,260,395,323,426,506,406,485,547,533.0,645.0,739.0,692.0,639.0,94.0,112.0,-18.0
19,51,2,1,0,66,52,82,116,125,102,110,143,125,94.0,134.0,136.0,135.0,121.0,2.0,40.0,-38.0
20,51,2,1,0,310,185,288,287,285,378,280,285,380,307.0,322.0,522.0,422.0,384.0,200.0,15.0,185.0
21,51,2,1,0,170,96,124,121,134,165,167,184,227,205.0,179.0,240.0,210.0,208.0,61.0,-26.0,87.0
22,51,2,1,0,61,52,76,85,53,52,53,68,53,58.0,78.0,86.0,82.0,74.0,8.0,20.0,-12.0
1,52,1,1,0,415,199,338,303,272,297,230,306,310,217.0,312.0,338.0,325.0,289.0,26.0,95.0,-69.0
2,52,1,1,0,500,259,353,295,304,293,320,299,296,284.0,309.0,334.0,322.0,309.0,25.0,25.0,0.0
3,52,1,1,0,273,129,208,180,191,167,194,197,191,163.0,181.0,181.0,181.0,175.0,0.0,18.0,-18.0
4,52,1,1,0,534,295,402,398,365,374,341,360,397,323.0,419.0,494.0,456.0,412.0,75.0,96.0,-21.0
5,52,1,1,0,933,442,540,493,508,553,476,460,610,426.0,533.0,566.0,550.0,508.0,33.0,107.0,-74.0
6,52,1,1,0,404,198,210,162,176,206,197,185,206,181.0,197.0,252.0,224.0,210.0,55.0,16.0,39.0
7,52,1,1,0,911,376,595,546,558,596,483,522,642,489.0,566.0,640.0,603.0,565.0,74.0,77.0,-3.0
8,52,1,1,0,213,113,141,101,103,104,107,143,141,135.0,151.0,173.0,162.0,153.0,22.0,16.0,6.0
9,52,1,1,0,1526,521,1068,875,905,1067,825,969,1188,973.0,1118.0,1350.0,1234.0,1147.0,232.0,145.0,87.0
10,52,1,1,0,323,145,236,156,189,166,140,172,167,131.0,153.0,168.0,160.0,151.0,15.0,22.0,-7.0
11,52,1,1,0,821,461,589,458,423,545,436,500,549,440.0,501.0,550.0,526.0,497.0,49.0,61.0,-12.0
12,52,1,1,0,297,113,164,151,133,139,150,149,170,140.0,130.0,180.0,155.0,150.0,50.0,-10.0,60.0
13,52,1,1,0,758,431,483,470,474,415,495,501,519,421.0,480.0,538.0,509.0,480.0,58.0,59.0,-1.0
14,52,1,1,0,826,447,615,567,493,543,423,493,437,366.0,448.0,485.0,466.0,433.0,37.0,82.0,-45.0
15,52,1,1,0,550,252,401,254,311,325,307,322,340,344.0,355.0,467.0,411.0,389.0,112.0,11.0,101.0
16,52,1,1,0,481,197,299,246,238,274,238,273,295,246.0,247.0,291.0,269.0,261.0,44.0,1.0,43.0
17,52,1,1,0,505,239,383,321,315,341,325,336,378,286.0,338.0,357.0,348.0,327.0,19.0,52.0,-33.0
18,52,1,1,0,400,163,217,128,161,123,141,139,151,131.0,141.0,185.0,163.0,152.0,44.0,10.0,34.0
19,52,1,1,0,249,117,274,320,298,258,236,274,251,198.0,202.0,282.0,242.0,227.0,80.0,4.0,76.0
20,52,1,1,0,576,284,403,314,306,439,296,285,331,263.0,289.0,445.0,367.0,332.0,156.0,26.0,130.0
21,52,1,1,0,376,178,272,285,266,201,203,229,236,216.0,225.0,232.0,228.0,224.0,7.0,9.0,-2.0
22,52,1,1,0,324,206,341,242,239,273,292,251,258,237.0,262.0,265.0,264.0,255.0,3.0,25.0,-22.0
1,53,2,1,0,241,179,180,191,192,253,247,261,249,228.0,289.0,414.0,352.0,310.0,125.0,61.0,64.0
2,53,2,1,0,290,145,117,124,158,128,183,166,200,277.0,390.0,500.0,445.0,389.0,110.0,113.0,-3.0
3,53,2,1,0,284,123,119,71,119,101,97,110,137,180.0,181.0,272.0,226.0,211.0,91.0,1.0,90.0
4,53,2,1,0,105,71,55,60,50,59,51,57,65,85.0,133.0,215.0,174.0,144.0,82.0,48.0,34.0
5,53,2,1,0,983,504,400,394,380,436,516,607,641,550.0,820.0,1207.0,1014.0,859.0,387.0,270.0,117.0
6,53,2,1,0,1186,528,593,566,477,521,594,770,1036,1137.0,1281.0,2004.0,1642.0,1474.0,723.0,144.0,579.0
7,53,2,1,0,1261,553,503,551,645,651,724,836,994,1041.0,1155.0,1782.0,1468.0,1326.0,627.0,114.0,513.0
8,53,2,1,0,313,178,140,164,178,173,195,230,273,274.0,315.0,537.0,426.0,375.0,222.0,41.0,181.0
9,53,2,1,0,905,337,855,959,831,614,794,1007,844,769.0,1092.0,1686.0,1389.0,1182.0,594.0,323.0,271.0
10,53,2,1,0,471,179,227,188,213,224,204,252,332,309.0,466.0,660.0,563.0,478.0,194.0,157.0,37.0
11,53,2,1,0,1631,972,777,763,993,802,889,897,976,1122.0,1300.0,2188.0,1744.0,1537.0,888.0,178.0,710.0
12,53,2,1,0,658,229,229,221,283,227,273,344,417,442.0,472.0,683.0,578.0,532.0,211.0,30.0,181.0
13,53,2,1,0,950,551,442,578,697,555,544,666,625,757.0,859.0,1263.0,1061.0,960.0,404.0,102.0,302.0
14,53,2,1,0,1894,828,807,1011,1085,1013,1189,1300,1393,1655.0,1872.0,2832.0,2352.0,2120.0,960.0,217.0,743.0
15,53,2,1,0,574,328,328,361,426,423,467,565,573,676.0,798.0,1040.0,919.0,838.0,242.0,122.0,120.0
16,53,2,1,0,755,244,256,243,222,247,223,230,310,348.0,406.0,558.0,482.0,437.0,152.0,58.0,94.0
17,53,2,1,0,938,322,403,371,448,412,466,511,628,666.0,904.0,1420.0,1162.0,997.0,516.0,238.0,278.0
18,53,2,1,0,462,182,250,215,304,238,233,338,522,511.0,576.0,655.0,616.0,581.0,79.0,65.0,14.0
19,53,2,1,0,181,92,144,178,144,111,123,123,146,152.0,205.0,284.0,244.0,214.0,79.0,53.0,26.0
20,53,2,1,0,557,231,195,203,189,260,190,212,306,281.0,420.0,698.0,559.0,466.0,278.0,139.0,139.0
21,53,2,1,0,639,298,275,310,369,282,381,491,525,649.0,759.0,1410.0,1084.0,939.0,651.0,110.0,541.0
22,53,2,1,0,102,62,72,62,93,71,101,93,80,111.0,145.0,159.0,152.0,138.0,14.0,34.0,-20.0
1,54,1,1,0,95,31,32,33,18,19,21,31,33,32.0,30.0,48.0,39.0,37.0,18.0,-2.0,20.0
2,54,1,1,0,181,91,58,50,67,48,56,60,70,109.0,74.0,74.0,74.0,86.0,0.0,-35.0,35.0
3,54,1,1,0,327,113,110,91,126,86,83,105,142,150.0,176.0,164.0,170.0,163.0,-12.0,26.0,-38.0
4,54,1,1,0,99,35,29,28,28,17,19,21,32,18.0,23.0,42.0,32.0,28.0,19.0,5.0,14.0
5,54,1,1,0,398,155,108,95,80,69,76,114,107,93.0,88.0,168.0,128.0,116.0,80.0,-5.0,85.0
6,54,1,1,0,484,121,103,101,118,103,101,112,137,149.0,153.0,204.0,178.0,169.0,51.0,4.0,47.0
7,54,1,1,0,723,263,300,312,311,242,273,332,372,387.0,361.0,486.0,424.0,411.0,125.0,-26.0,151.0
8,54,1,1,0,149,66,59,57,51,58,45,92,92,77.0,100.0,101.0,100.0,93.0,1.0,23.0,-22.0
9,54,1,1,0,97,19,44,38,31,35,30,38,44,35.0,58.0,48.0,53.0,47.0,-10.0,23.0,-33.0
10,54,1,1,0,66,20,31,15,25,9,23,18,12,17.0,23.0,19.0,21.0,20.0,-4.0,6.0,-10.0
11,54,1,1,0,333,168,137,94,101,95,97,80,87,93.0,107.0,128.0,118.0,109.0,21.0,14.0,7.0
12,54,1,1,0,264,69,58,63,82,66,58,86,106,109.0,99.0,160.0,130.0,123.0,61.0,-10.0,71.0
13,54,1,1,0,362,182,165,226,205,142,157,221,184,175.0,195.0,268.0,232.0,213.0,73.0,20.0,53.0
14,54,1,1,0,669,213,223,212,206,190,239,237,292,323.0,297.0,454.0,376.0,358.0,157.0,-26.0,183.0
15,54,1,1,0,131,59,54,69,64,57,47,53,54,59.0,50.0,94.0,72.0,68.0,44.0,-9.0,53.0
16,54,1,1,0,450,105,110,104,89,90,81,127,134,149.0,148.0,207.0,178.0,168.0,59.0,-1.0,60.0
17,54,1,1,0,857,222,262,247,257,219,243,308,415,419.0,451.0,688.0,570.0,519.0,237.0,32.0,205.0
18,54,1,1,0,41,21,20,20,33,19,21,25,14,25.0,17.0,25.0,21.0,22.0,8.0,-8.0,16.0
19,54,1,1,0,109,50,66,72,45,46,43,59,62,69.0,76.0,88.0,82.0,78.0,12.0,7.0,5.0
20,54,1,1,0,256,58,77,65,70,84,67,84,87,77.0,85.0,121.0,103.0,94.0,36.0,8.0,28.0
21,54,1,1,0,493,193,190,176,193,161,204,222,237,320.0,276.0,432.0,354.0,343.0,156.0,-44.0,200.0
22,54,1,1,0,131,70,96,70,62,54,66,59,76,95.0,139.0,128.0,134.0,121.0,-11.0,44.0,-55.0
1,55,1,1,0,138,71,95,74,75,111,81,104,108,82.0,91.0,166.0,128.0,113.0,75.0,9.0,66.0
2,55,1,1,0,406,299,256,259,276,323,373,379,361,567.0,467.0,688.0,578.0,574.0,221.0,-100.0,321.0
3,55,1,1,0,304,135,211,181,248,260,314,339,378,412.0,513.0,779.0,646.0,568.0,266.0,101.0,165.0
4,55,1,1,0,173,56,121,79,138,89,102,103,129,115.0,160.0,209.0,184.0,161.0,49.0,45.0,4.0
5,55,1,1,0,1186,681,782,644,814,979,1044,1182,1106,1202.0,1558.0,2246.0,1902.0,1669.0,688.0,356.0,332.0
6,55,1,1,0,574,194,213,248,307,345,317,346,361,391.0,456.0,731.0,594.0,526.0,275.0,65.0,210.0
7,55,1,1,0,723,282,412,473,536,614,680,774,720,826.0,848.0,1563.0,1206.0,1079.0,715.0,22.0,693.0
8,55,1,1,0,417,214,254,346,509,560,656,816,685,1059.0,1000.0,1703.0,1352.0,1254.0,703.0,-59.0,762.0
9,55,1,1,0,569,259,493,354,430,585,484,578,575,619.0,790.0,1064.0,927.0,824.0,274.0,171.0,103.0
10,55,1,1,0,260,101,165,105,174,218,194,217,225,224.0,290.0,377.0,334.0,297.0,87.0,66.0,21.0
11,55,1,1,0,698,402,409,494,495,557,550,609,567,672.0,754.0,1164.0,959.0,863.0,410.0,82.0,328.0
12,55,1,1,0,420,110,193,205,216,298,283,295,291,351.0,389.0,589.0,489.0,443.0,200.0,38.0,162.0
13,55,1,1,0,891,397,516,929,990,983,1137,1295,1153,1509.0,1715.0,2807.0,2261.0,2010.0,1092.0,206.0,886.0
14,55,1,1,0,1026,330,387,521,645,908,946,966,847,1114.0,1276.0,2183.0,1730.0,1524.0,907.0,162.0,745.0
15,55,1,1,0,370,195,281,311,304,395,371,467,405,469.0,528.0,796.0,662.0,598.0,268.0,59.0,209.0
16,55,1,1,0,401,105,159,186,195,272,290,243,277,326.0,353.0,531.0,442.0,403.0,178.0,27.0,151.0
17,55,1,1,0,631,205,298,333,363,464,424,425,552,559.0,607.0,995.0,801.0,720.0,388.0,48.0,340.0
18,55,1,1,0,180,95,138,114,150,154,163,198,154,199.0,231.0,359.0,295.0,263.0,128.0,32.0,96.0
19,55,1,1,0,135,104,181,144,138,167,145,200,198,175.0,219.0,287.0,253.0,227.0,68.0,44.0,24.0
20,55,1,1,0,661,420,464,477,481,631,557,639,617,667.0,807.0,1321.0,1064.0,932.0,514.0,140.0,374.0
21,55,1,1,0,604,184,336,402,415,468,687,690,661,909.0,892.0,1582.0,1237.0,1128.0,690.0,-17.0,707.0
22,55,1,1,0,76,111,111,78,108,134,127,165,146,158.0,232.0,236.0,234.0,209.0,4.0,74.0,-70.0
1,56,1,1,0,357,95,198,187,218,252,286,379,461,354.0,390.0,600.0,495.0,448.0,210.0,36.0,174.0
2,56,1,1,0,829,418,522,444,470,542,766,801,741,996.0,965.0,1227.0,1096.0,1063.0,262.0,-31.0,293.0
3,56,1,1,0,601,288,415,322,461,499,595,688,789,875.0,960.0,1163.0,1062.0,999.0,203.0,85.0,118.0
4,56,1,1,0,437,212,313,278,276,253,302,320,338,287.0,368.0,362.0,365.0,339.0,-6.0,81.0,-87.0
5,56,1,1,0,2183,903,1084,938,1042,1247,1538,1846,1788,1737.0,1869.0,2632.0,2250.0,2079.0,763.0,132.0,631.0
6,56,1,1,0,1141,304,330,322,356,545,585,712,755,739.0,765.0,1083.0,924.0,862.0,318.0,26.0,292.0
7,56,1,1,0,1006,389,569,611,624,776,1014,1189,1170,1211.0,1183.0,1637.0,1410.0,1344.0,454.0,-28.0,482.0
8,56,1,1,0,406,198,368,305,370,503,552,733,652,718.0,658.0,959.0,808.0,778.0,301.0,-60.0,361.0
9,56,1,1,0,1203,341,825,879,785,1142,1134,1550,1490,1748.0,1989.0,2001.0,1995.0,1913.0,12.0,241.0,-229.0
10,56,1,1,0,433,149,235,168,197,226,296,330,369,365.0,417.0,463.0,440.0,415.0,46.0,52.0,-6.0
11,56,1,1,0,1481,650,861,854,961,1280,1420,1671,1770,1868.0,2033.0,2479.0,2256.0,2127.0,446.0,165.0,281.0
12,56,1,1,0,624,159,229,268,266,354,440,475,407,474.0,514.0,644.0,579.0,544.0,130.0,40.0,90.0
13,56,1,1,0,970,478,608,767,810,890,1254,1423,1432,1560.0,1629.0,2397.0,2013.0,1862.0,768.0,69.0,699.0
14,56,1,1,0,1928,502,672,701,850,1415,1787,1789,1724,2048.0,1912.0,3060.0,2486.0,2340.0,1148.0,-136.0,1284.0
15,56,1,1,0,704,292,530,641,696,932,1254,1486,1797,1857.0,1925.0,2439.0,2182.0,2074.0,514.0,68.0,446.0
